PM2.5_min_max_norm,PM2.5_mean_norm
0.1987673343605547,0.33989691875372785
0.2280431432973806,0.5497003159953884
0.24499229583975346,0.6711654407142446
0.27889060092449924,0.9140956901519568
0.21263482280431434,0.43927747534188283
0.1679506933744222,0.11905123744671671
0.1617873651771957,0.07488210118531449
0.19106317411402157,0.28468549842697505
0.18489984591679506,0.24051636216557284
0.2033898305084746,0.3730237709497795
0.21571648690292758,0.46136204347258397
0.23420647149460708,0.5938694522567907
0.2280431432973806,0.5497003159953884
0.2526964560862866,0.7263768610409973
0.24345146379044685,0.660123156648894
0.23728813559322035,0.6159540203874917
0.24499229583975346,0.6711654407142446
0.2526964560862866,0.7263768610409973
0.26194144838212635,0.7926305654331006
0.2295839753466872,0.560742600060739
0.23728813559322035,0.6159540203874917
0.2526964560862866,0.7263768610409973
0.24036979969183359,0.6380385885181928
0.1941448382126348,0.3067700665576762
0.1386748844375963,-0.09075215979494385
0.0970724191063174,-0.3888938295594089
0.10015408320493066,-0.36680926142870773
0.0847457627118644,-0.47723210208221334
0.10015408320493066,-0.36680926142870773
0.12788906009244994,-0.16804814825239775
0.14021571648690292,-0.07970987572959329
0.1325115562403698,-0.13492129605634606
0.1263482280431433,-0.1790904323177483
0.1325115562403698,-0.13492129605634606
0.12018489984591679,-0.22325956857915052
0.1510015408320493,-0.002413887272139401
0.16486902927580893,0.09696666931601561
0.1386748844375963,-0.09075215979494385
0.14791987673343607,-0.024498455402840513
0.14637904468412943,-0.03554073946819107
0.1325115562403698,-0.13492129605634606
0.10785824345146379,-0.311597841101955
0.09399075500770417,-0.41097839769010996
0.08166409861325115,-0.4993166702129144
0.10939907550077041,-0.3005555570366044
0.11093990755007704,-0.28951327297125384
0.11710323574730354,-0.24534413670985164
0.11248073959938366,-0.2784709889059033
0.12172573189522343,-0.21221728451379995
0.08936825885978428,-0.4441052498861616
0.03852080123266564,-0.80850062404273
0.040061633281972264,-0.7974583399773795
0.04314329738058552,-0.7753737718466783
0.040061633281972264,-0.7974583399773795
0.030816640986132512,-0.8637120443694828
0.04468412942989214,-0.7643314877813278
0.040061633281972264,-0.7974583399773795
0.04160246533127889,-0.7864160559120289
0.04160246533127889,-0.7864160559120289
0.03852080123266564,-0.80850062404273
0.04468412942989214,-0.7643314877813278
0.04930662557781202,-0.7312046355852762
0.04314329738058552,-0.7753737718466783
0.04468412942989214,-0.7643314877813278
0.046224961479198766,-0.7532892037159772
0.046224961479198766,-0.7532892037159772
0.04314329738058552,-0.7753737718466783
0.040061633281972264,-0.7974583399773795
0.04776579352850539,-0.7422469196506266
0.05084745762711865,-0.7201623515199256
0.04468412942989214,-0.7643314877813278
0.04776579352850539,-0.7422469196506266
0.046224961479198766,-0.7532892037159772
0.05238828967642527,-0.709120067454575
0.04160246533127889,-0.7864160559120289
0.03852080123266564,-0.80850062404273
0.04314329738058552,-0.7753737718466783
0.04314329738058552,-0.7753737718466783
0.04160246533127889,-0.7864160559120289
0.04160246533127889,-0.7864160559120289
0.04160246533127889,-0.7864160559120289
0.04468412942989214,-0.7643314877813278
0.05546995377503852,-0.6870354993238739
0.046224961479198766,-0.7532892037159772
0.04160246533127889,-0.7864160559120289
0.060092449922958396,-0.6539086471278223
0.06317411402157165,-0.6318240789971211
0.05084745762711865,-0.7201623515199256
0.07704160246533127,-0.5324435224089661
0.08628659476117104,-0.46618981801686277
0.09090909090909091,-0.4330629658208111
0.09244992295839753,-0.42202068175546054
0.12942989214175654,-0.15700586418704718
0.1633281972265023,0.08592438525066505
0.1016949152542373,-0.3557669773633572
0.07704160246533127,-0.5324435224089661
0.08628659476117104,-0.46618981801686277
0.11864406779661017,-0.23430185264450107
0.07704160246533127,-0.5324435224089661
0.06779661016949153,-0.5986972268010694
0.04160246533127889,-0.7864160559120289
0.04314329738058552,-0.7753737718466783
0.032357473035439135,-0.8526697603041322
